,Specific Location,Amenities,Bedroom,Bathroom,Toilet,Description,Location,New,Duplex,Lux,Estate,locationbed,estate_price,terraced_price,new_price,value,location_rank,rank,Price
69," harmony estate, langbasa ajah lagos",7,4,3,4,"Newly renovated three bedroom flat, upstairs. - Sitting room with guest toilet and entrance door - Master Bedroom ensuite with wardrobes - Madam's bedroom ensuite with wardrobe - Children's room with wardrobe. Bath/toilet not ensuite but exclusive to the ... New. Security. All Room Ensuit. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
70," harmony estate, langbasa. ajah lagos",5,3,2,3,"Newly built two bedroom flat, upstairs. - Sitting room with guest toilet and entrance door - Master Bedroom ensuite with wardrobe. - Second bedroom ensuite with wardrobe. - Three toilets altogether in the apartment. - Kitchen has cabinets and an ... New. Security. All Room Ensuit. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
71,  crown estate sangotedo sangotedo ajah lagos,13,7,6,7,"*TO LET* Executive 6-bedroom semi-detached duplex in Crown Estate, Sangotedo. Rent: N1.8m per annum. 10% Agency, 10% Agreement, N100,000 caution deposit. ... Security. Jacuzzi. All Room Ensuit. Big Compound. Boys Quater. Printing Service. Parking Space. ...",ajah,1,1,0,1,ajah7,5000000.0,5000000.0,5000000.0,3,52,9,5000000
72,  back of blenco supermarket sangotedo ajah lagos,5,3,2,3,Newly built two bedroom apartment LOCATION: back of blenco supermarket sangotedo ajah Upstairs 1.2m Downstairs 1m Agency and legal 10% each Service charge 600k Catioun 100k ... New. Pop Ceiling. Security. All Room Ensuit. Parking Space. Big Compound. ...,ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,1200000
73,  rockstone estate after cooperative villa estate badore badore ajah lagos,5,3,2,3,Location: Rockstone Estate badore Ajah just after cooperative villa Estate (black gate) Bungalow 2 units of 2bedroom in one compound 2 meter 2 pumping machines Rent 800k Caution 80k Agreement 80k Agency 80k ... Pop Ceiling. Big Compound. Parking Space. All Room Ensuit. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
74,  cooperative villa badore badore ajah lagos,5,3,2,3,"Nice and Standard 2-bedroom apartment available in a Serene and Secured estate in Cooperative villa badore Ajah Lagos. Features: room with cooking space, Serene and cozy environment; fence and gated compound; good road network; ... Cheap. Water Treatment. Pop Ceiling. Parking Space. Supermarket Nearby. 24 Hours Security. Security. Big Compound. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
75, ajah lagos,7,4,3,4,"For more information, pricing and private viewings, please contact: ? Adeyemi: 09093272572 ?Freke: 09062511345 ?Daniel: 09093272547 Or send us a DM on Instagram @cwrelagos Twitter: @cwrelagos Facebook: @cwrelagos Email : hello@cwlagos.com Website: www.cwlagos.com ... ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
76, badore ajah lagos,7,4,3,4,"3 Bedroom Flat with BQ at Unity Estate, Badore, Ajah For rent at N1m ... ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
77, co-operation villa badore ajah lagos,5,3,2,3,Service charge - 120k ... Serviced. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
78, rockville estate badore ajah lagos,7,4,3,4,3 bedroom Self Contain Flat / Apartment for rent Rockville Estate Badore Ajah Lagos ... ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
79, rockville estate badore ajah lagos,7,4,3,4,3 bedroom Self Contain Flat / Apartment for rent Rockville Estate Badore Ajah Lagos ... Serviced. ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
80, unity estate ado ajah lagos,7,4,3,4,"3 Bedroom flat upstairs - 900,000 3 Bedroom downstairs - 850,000 ... ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
81, virgo estate badore ajah lagos,7,4,3,4,3 bedroom Self Contain Flat / Apartment for rent Virgo Estate Badore Ajah Lagos Service charge - 150k per annum ... Serviced. ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
82, pennisula estate sangotedo ajah lagos,7,4,3,4,3 bedroom Self Contain Flat / Apartment for rent Pennisula Estate Sangotedo Ajah Lagos ... ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
83, goodnews estate sangotedo ajah lagos,7,4,3,4,"Exceptionally clean, lovely and comfortable 3 Bedroom flats (downstairs) in a secured Goodnews estate at Sangotedo, Ajah, Lagos. The features are: -Solar system (green house) for 24-hours electricity supply from the sun -Air conditioners in all rooms, ... Serviced. Big Compound. Pop Ceiling. All Room Ensuit. Parking Space. 24 Hours Electricity. Water Treatment. 24 Hours Security. ...",ajah,1,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,2,29,5,1300000
84, greenville estate badore ajah lagos,7,4,3,4,3 bedroom Self Contain Flat / Apartment for rent Greenville Estate Badore Ajah Lagos ... ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
85, even estate ado ajah lagos,5,3,2,3,Service charge - 6000 per month ... Serviced. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
86, royal palm estate badore ajah lagos,2,1,1,1,"Service charge - 60,000 per annum ... Serviced. ...",ajah,1,1,1,1,ajah1,400000.0,500000.0,450000.0,4,6,1,500000
87, ajah lagos,9,5,4,5,"4/5 bedroom terrace duplex after Lekki Gardens 2, Ajah. For rent at N1.8m Features: Spacious Sitting Room on Ground Floor with Guest Convenience. Cubicle for Book shelf or Flower Pots. Dining Area and kitchen on ground floor Kitchen Pantry/Store Allowance ... Cheap. Dry. New. Big Compound. Children Play Ground. Security. All Room Ensuit. Parking Space. Water Treatment. Security Doors. 24 Hours Security. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
88, greenville estate badore ajah lagos,9,5,4,5,4 bedroom Semi Detached Duplex House for rent Greenville Estate Badore Ajah Lagos ... New. ...,ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
89, badore ajah lagos,8,4,4,4,Spacious 3-Bedroom Flat for Rent @ Ajah - Badore Rent: NGN 750k Caution: NGN 50k Agency: 10% Legal: 10% ... Big Compound. All Room Ensuit. ...,ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
90, badore ajah lagos,6,3,3,3,A specious 2 bedroom apartment all rooms ensuit with constant light and water supply located at Anu Crescent estate badore ajah ... Cheap. Dry. New. Drainage System. Security Doors. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Supermarket Nearby. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Children Play Ground. Security. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
91, ado ajah lagos,5,3,2,3,2-Bedroom Flat For Rent @ Ajah - Addo Road Rent: NGN 950k / Annum (Negotiable) Caution: NGN 100 k Agency: 10% Legal: 10% ... ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,950000
92," lekki garden phase 2,opposite abraham adesanya abraham adesanya estate ajah lagos",7,4,3,4,"3 bedroom Terraced Duplex House for rent Lekki garden phase 2,opposite Abraham adesanya Abraham adesanya estate Ajah Lagos ... ...",ajah,1,1,1,1,ajah4,1200000.0,1500000.0,1300000.0,4,29,5,1500000
93, badore ajah lagos,6,3,3,3,A specious 2 bedroom apartment all rooms ensuit with constant light and clean water supply at unity estate badore ajah ... Dry. New. Security Doors. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Supermarket Nearby. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Children Play Ground. Security. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
94, ... badore ajah lagos,6,3,3,3,A specious 2 Bedroom apartment all rooms ensuit with state of the art finished located inside serene estate at badore ajah with constant light and clean water supply situated on a good road. ... Dry. New. Water Treatment. Security Doors. Security. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Supermarket Nearby. Fast Internet. 24 Hours Electricity. 24 Hours Security. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
95, silverpoint estate badore ajah lagos,5,3,2,3,"Brand new beautifully built luxurious 2bedroom flat with ample parking space at silver point estate badore ajah, Lagos. Rent #900k Agency #90k Legal #45k Caution #50k Service charge ... Dry. New. Drainage System. Water Treatment. Security Doors. Security. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Parking Space. 24 Hours Security. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
96, hitech estate sangotedo ajah lagos,7,4,3,4,"*3Bedroom Flat with BQ For Rent* 5unit of 3bedroom flat with all room ensiut including BQ. Available for rent at Hitech Estate, Beside LBS, Ajah. Rent N1.3m Service charge #200k *Amenties to enjoy includes* # Superbly ... Cheap. Renovated. Drainage System. Boys Quater. Water Treatment. Security Doors. Security. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Parking Space. ...",ajah,1,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,2,29,5,1300000
97, ado ajah lagos,9,5,4,5,FEATURES: - All Bedrooms En suite with Water Heaters - Fully Fitted Kitchen with Cabinets - Marble Tiles - Wardrobes - P.O.P ceiling - Dining - Serene Environment - Ample Parking Space. ... New. Boys Quater. Water Treatment. Security Doors. Security. Pop Ceiling. Street Lights. Big Compound. Cctv Cameras. All Room Ensuit. Parking Space. ...,ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
98, mobile ajah lagos,9,5,4,5,"Newly built 4bedroom duplex with a bq for rent and for sale. Location:ajah/mobile road rent: 2m caution: 10% agent: 10% legal: 10% sales price .45m a call to us will definitely end your search for a house for further enquires, specific request ... Dry. New. Drainage System. Boys Quater. Children Play Ground. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Church Nearby. 24 Hours Electricity. 24 Hours Security. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
99, green vill estate badore ajah lagos,6,3,3,3,Decent 3 bedroom flat for rent Very close to the road inside a nice estate with good security pave road fence compound neat big parlor big rooms bathroom kitchen with cabinet prepaid meter to each flat good water and good light big parking space ... Renovated. Security Doors. Security. Big Compound. Parking Space. 24 Hours Electricity. 24 Hours Security. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
100, sangotedo ajah lagos,2,1,1,1,"Nice 1 bedroom shared apartment Shared apartment Rent 230k Total package Location sangotedo A call to us will end your search immediately FOR FURTHER ENQUIRES, SPECIFIC REQUEST AND ARRANGEMENTS FOR PHYSICAL INSPECTIONS, KINDLY SEND US A SCREENSHOT OR THE LINK TO ... Cheap. Dry. ...",ajah,0,0,0,1,ajah1,400000.0,500000.0,450000.0,1,6,1,400000
101, badore ajah lagos,4,2,2,2,A specious room and parlour mini flat apartment all rooms ensuit with constant light and water supply located at seaside estate badore ajah ... Cheap. New. Drainage System. Security Doors. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Supermarket Nearby. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Children Play Ground. Security. ...,ajah,1,1,0,1,ajah2,800000.0,800000.0,800000.0,3,21,4,800000
102, badore ajah lagos,2,1,1,1,Newly built specious self-contained sheared apartment with constant water and light supply at palm will estate badore ajah. Only kitchen to be sheared by 3 flatmates ... Dry. New. Drainage System. Security Doors. Pop Ceiling. Street Lights. Big Compound. Cctv Cameras. All Room Ensuit. Supermarket Nearby. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Free Wifi. Security. ...,ajah,0,0,0,1,ajah1,400000.0,500000.0,450000.0,1,6,1,400000
103, - sangotedo ajah lagos,7,4,3,4,"Luxurious 4units of 3bedroom Terrace duplex in a secured estate Rent-1. 5 Caution-100k Agent/legal 10% each Location-LBS/ Sangotedo A call to us will end your search immediately FOR FURTHER ENQUIRES, SPECIFIC REQUEST AND ARRANGEMENTS FOR PHYSICAL INSPECTIONS, KINDLY SEND US ... Dry. Drainage System. Children Play Ground. Big Compound. All Room Ensuit. Church Nearby. ...",ajah,1,1,1,1,ajah4,1200000.0,1500000.0,1300000.0,4,29,5,1500000
104, badore ajah lagos,6,3,3,3,Specious 3 bedroom apartment with state of the art finished on interlock road all rooms ensuit with constant light and water supply located at palmwill estate badore ajah. ... Cheap. Dry. New. Drainage System. Security Doors. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Supermarket Nearby. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Children Play Ground. Security. ...,ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,1100000
105, greenville badore ajah lagos,3,2,1,2,"Brand new beautifully built 1bedroom flat at Greenville estate badore, Ajah. Rent : #450k ... New. Drainage System. Water Treatment. Security Doors. Security. Pop Ceiling. Big Compound. All Room Ensuit. Parking Space. 24 Hours Security. ...",ajah,1,1,0,1,ajah2,800000.0,800000.0,800000.0,3,21,4,800000
106, ogombo ajah lagos,2,1,1,1,Newly built mini flat Rent 550k Agency 10% Legal 10% Caution fee 10% Service charge 75k Location Abraham Adesanya /ogombo ... New. Big Compound. All Room Ensuit. Parking Space. 24 Hours Electricity. 24 Hours Security. ...,ajah,1,1,1,1,ajah1,400000.0,500000.0,450000.0,4,6,1,550000
107," off mobil road, ilaje ajah lagos",7,4,3,4,"*** 3 Bedroom Flat available For Rent *** 5 units available *** big rooms & living room *** Dining section available *** newly built and concrete compound *** Location: Alaguntan, off Mobil Road, Ajah. Lagos. ... Serviced. New. All Room Ensuit. Parking Space. ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
108, badore ajah lagos,2,1,1,1,MiniFlat for rent @ Ajah - Badore Rent: *NGN 400k* Caution: NGN 50k PHCN for Pumping Machine: 12k / Annum Agency: 10% Legal: 10% ... ...,ajah,0,0,0,1,ajah1,400000.0,500000.0,450000.0,1,6,1,400000
109, awoyaya ajah lagos,9,5,4,5,FEATURES: - All Bedrooms En suite with Water Heaters - Fully Fitted Kitchen with Cabinets - Marble Tiles - Wardrobes - P.O.P ceiling - Dining - Serene Environment - Ample Parking Space. ... Serviced. New. Boys Quater. Water Treatment. Security Doors. Security. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Parking Space. 24 Hours Security. ...,ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
110," fatai kaffo street,happy land estate olokonla ajah lagos",7,4,3,4,"Nicely renovated 3bedroom flat with all room en suite and a visitor toilet,with enough parking space in the compound in a serene neighborhood with good security ... Cheap. Dry. Renovated. Street Lights. Big Compound. All Room Ensuit. 24 Hours Security. ...",ajah,0,0,0,1,ajah4,1200000.0,1500000.0,1300000.0,1,29,5,1200000
111, mobil estate (emerald estate) ilaje ajah lagos,9,5,4,5,4 bedroom Detached Duplex House for rent Mobil estate (Emerald Estate) Ilaje Ajah Lagos ... ...,ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
112, - sangotedo ajah lagos,6,3,3,3,"TO LET! God’s Touch Apartments! (1). 3 Bedroom @floodgate Street, [Lagos Business School], Lekki-Ajah Rent 1.2m ... Big Compound. All Room Ensuit. Parking Space. 24 Hours Electricity. 24 Hours Security. ...",ajah,1,1,1,1,ajah3,900000.0,1000000.0,1000000.0,4,24,4,1200000
113, badore ajah lagos,6,3,3,3,Tastefully finished newly built 2 bedroom apartment with constant light and clean water located in unity estate badore ajah ... Cheap. Dry. New. Security Doors. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Supermarket Nearby. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Free Wifi. Children Play Ground. Security. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
114, badore ajah lagos,6,3,3,3,"A newly built specious 2 bedroom apartment all rooms ensuit, with constant light and clean water supply located in badore ajah. ... Cheap. Dry. New. Drainage System. Security Doors. Pop Ceiling. Street Lights. Big Compound. Cctv Cameras. All Room Ensuit. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Survey. Children Play Ground. Security. ...",ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
115, badore ajah lagos,6,3,3,3,Tastefully finished 2 bedroom apartment all rooms ensuit with constant light and clean water supply located at unity estate badore ajah ... Cheap. Dry. New. Water Treatment. Security Doors. Security. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
116," lucky osujie, lekki palm city estate ado ajah lagos",9,5,4,5,"New and tastefully finished 5units of 4 bedrooms detached houses with a room boy's quarter at lucky osujie street, Lekki palm city estate opp. Olumegbon palace off Ado road, Ajah, Lagos. Rent N2.3m and ... Dry. New. Drainage System. Water Treatment. Security Doors. Security. Pop Ceiling. Street Lights. Big Compound. Cctv Cameras. All Room Ensuit. Parking Space. 24 Hours Security. ...",ajah,1,1,0,1,ajah5,3000000.0,3000000.0,3000000.0,3,43,8,3000000
117, - ado ajah lagos,6,3,3,3,A specious newly built 2 bedroom apartment all rooms ensuit with constant light and clean water supply situated on a good road in Harmony estate owode ajah ... Dry. New. Security Doors. Pop Ceiling. Street Lights. Big Compound. All Room Ensuit. Supermarket Nearby. Parking Space. Fast Internet. 24 Hours Electricity. 24 Hours Security. Water Treatment. Free Wifi. Children Play Ground. Security. ...,ajah,0,0,0,1,ajah3,900000.0,1000000.0,1000000.0,1,24,4,900000
